,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
40,"Top ways to earn money with the best CB Mall -&gt; https://t.co/6FxZ1IaVwI 

#affiliatemarketing #makemoney #money… https://t.co/aqLZ2G2KdZ",top ways to earn money with the best cb mall   gt       affiliatemarketing  makemoney  money   ,0.75,0.4,positive,0.0,0.576,0.424,0.7964,95,14,top ways to earn money with the best cb mall   gt       affiliatemarketing  makemoney  money   ,"['top', 'ways', 'to', 'earn', 'money', 'with', 'the', 'best', 'cb', 'mall', 'gt', 'affiliatemarketing', 'makemoney', 'money', '']","['top', 'ways', 'earn', 'money', 'best', 'cb', 'mall', 'gt', 'affiliatemarketing', 'makemoney', 'money', '']","['top', 'way', 'earn', 'money', 'best', 'cb', 'mall', 'gt', 'affiliatemarket', 'makemoney', 'money', '']"
41,"✨ We have some exciting news to share! ✨

The fantastically, flexible HUE HD Pro camera now features Full HD 1080p… https://t.co/ci3GD1a7Sb",  we have some exciting news to share     the fantastically  flexible hue hd pro camera now features full hd 1080p   ,0.32499999999999996,0.675,positive,0.0,0.687,0.313,0.743,117,19,  we have some exciting news to share     the fantastically  flexible hue hd pro camera now features full hd p   ,"['', 'we', 'have', 'some', 'exciting', 'news', 'to', 'share', 'the', 'fantastically', 'flexible', 'hue', 'hd', 'pro', 'camera', 'now', 'features', 'full', 'hd', 'p', '']","['', 'exciting', 'news', 'share', 'fantastically', 'flexible', 'hue', 'hd', 'pro', 'camera', 'features', 'full', 'hd', 'p', '']","['', 'excit', 'news', 'share', 'fantast', 'flexibl', 'hue', 'hd', 'pro', 'camera', 'featur', 'full', 'hd', 'p', '']"
42,https://t.co/m2Hl2XTaUl @Apple embrace the change #remotejobs are the future &amp; it is a win win scenario.… https://t.co/j60OHxGn1h,    embrace the change  remotejobs are the future  amp  it is a win win scenario    ,0.5333333333333333,0.30833333333333335,positive,0.0,0.503,0.497,0.872,84,14,    embrace the change  remotejobs are the future  amp  it is a win win scenario    ,"['', 'embrace', 'the', 'change', 'remotejobs', 'are', 'the', 'future', 'amp', 'it', 'is', 'a', 'win', 'win', 'scenario', '']","['', 'embrace', 'change', 'remotejobs', 'future', 'amp', 'win', 'win', 'scenario', '']","['', 'embrac', 'chang', 'remotejob', 'futur', 'amp', 'win', 'win', 'scenario', '']"
43,"RT @Lost_Tribe: The last few hours before #FreeDumbDay are ticking away.  For those vulnerable, it is anything but #Freedom with the #COVID…", the last few hours before  freedumbday are ticking away   for those vulnerable  it is anything but  freedom with the  covid ,-0.2333333333333333,0.22222222222222224,positive,0.057,0.713,0.23,0.7469,125,20, the last few hours before  freedumbday are ticking away   for those vulnerable  it is anything but  freedom with the  covid ,"['', 'the', 'last', 'few', 'hours', 'before', 'freedumbday', 'are', 'ticking', 'away', 'for', 'those', 'vulnerable', 'it', 'is', 'anything', 'but', 'freedom', 'with', 'the', 'covid', '']","['', 'last', 'hours', 'freedumbday', 'ticking', 'away', 'vulnerable', 'anything', 'freedom', 'covid', '']","['', 'last', 'hour', 'freedumbday', 'tick', 'away', 'vulner', 'anyth', 'freedom', 'covid', '']"
44,"“Do not be embarrassed by your failures, learn from them and start again.” 

Enroll now: https://t.co/Te31nOlb4V… https://t.co/BYeCGKkPe4", do not be embarrassed by your failures  learn from them and start again     enroll now     ,0.0,0.0,negative,0.166,0.718,0.117,-0.224,92,15, do not be embarrassed by your failures  learn from them and start again     enroll now     ,"['', 'do', 'not', 'be', 'embarrassed', 'by', 'your', 'failures', 'learn', 'from', 'them', 'and', 'start', 'again', 'enroll', 'now', '']","['', 'embarrassed', 'failures', 'learn', 'start', 'enroll', '']","['', 'embarrass', 'failur', 'learn', 'start', 'enrol', '']"
45,"Looking for a great place to #talk shop? 🤔
-&gt; https://t.co/kcUJAhKmIK

#BusinessAdvice #BusinessTips #Meetings… https://t.co/3pZLeHaVZp",looking for a great place to  talk shop      gt      businessadvice  businesstips  meetings   ,0.8,0.75,positive,0.0,0.592,0.408,0.7351,94,12,looking for a great place to  talk shop      gt      businessadvice  businesstips  meetings   ,"['looking', 'for', 'a', 'great', 'place', 'to', 'talk', 'shop', 'gt', 'businessadvice', 'businesstips', 'meetings', '']","['looking', 'great', 'place', 'talk', 'shop', 'gt', 'businessadvice', 'businesstips', 'meetings', '']","['look', 'great', 'place', 'talk', 'shop', 'gt', 'businessadvic', 'businesstip', 'meet', '']"
46,RT @gayathrithedev: #developers #Coding #debugging #javascript #javascriptdeveloper #developerlife #WorkFromHome https://t.co/1upw3eCt6X,  developers  coding  debugging  javascript  javascriptdeveloper  developerlife  workfromhome  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,95,7,  developers  coding  debugging  javascript  javascriptdeveloper  developerlife  workfromhome  ,"['', 'developers', 'coding', 'debugging', 'javascript', 'javascriptdeveloper', 'developerlife', 'workfromhome', '']","['', 'developers', 'coding', 'debugging', 'javascript', 'javascriptdeveloper', 'developerlife', 'workfromhome', '']","['', 'develop', 'code', 'debug', 'javascript', 'javascriptdevelop', 'developerlif', 'workfromhom', '']"
47,ಹೆಚ್ಚಿನ ಉದ್ಯೋಗಿಗಳನ್ನು ಮತ್ತೆ ಕಚೇರಿಗೆ ಮರಳಿ ಕರೆಯುವ ಕುರಿತು ಯಾವುದೇ ಸ್ಪಷ್ಟತೆ ಇಲ್ಲ ಎಂದು ಮಾನವ ಸಂಪನ್ಮೂಲ ಕಾರ್ಯನಿರ್ವಾಹಕ ನಿರ್ದೇ… https://t.co/XiefQEbVrA,                                                                                                                      ,0.0,0.0,neutral,0.0,0.0,0.0,0.0,118,0,                                                                                                                      ,"['', '']","['', '']","['', '']"
48,"RT @FJ_ProductsUKI: We believe that #technology should be seen as a force for good, and should benefit everyone in #society.
What we do, we…", we believe that  technology should be seen as a force for good  and should benefit everyone in  society  what we do  we ,0.7,0.6000000000000001,positive,0.0,0.763,0.237,0.7096,121,22, we believe that  technology should be seen as a force for good  and should benefit everyone in  society  what we do  we ,"['', 'we', 'believe', 'that', 'technology', 'should', 'be', 'seen', 'as', 'a', 'force', 'for', 'good', 'and', 'should', 'benefit', 'everyone', 'in', 'society', 'what', 'we', 'do', 'we', '']","['', 'believe', 'technology', 'seen', 'force', 'good', 'benefit', 'everyone', 'society', '']","['', 'believ', 'technolog', 'seen', 'forc', 'good', 'benefit', 'everyon', 'societi', '']"
49,Contact us at 877.795.2600 and we'll help you create your perfect work from home space with unique organization sol… https://t.co/cDOEnbuv8z,contact us at 877 795 2600 and we ll help you create your perfect work from home space with unique organization sol   ,0.6875,1.0,positive,0.0,0.691,0.309,0.8176,118,22,contact us at    and we ll help you create your perfect work from home space with unique organization sol   ,"['contact', 'us', 'at', 'and', 'we', 'll', 'help', 'you', 'create', 'your', 'perfect', 'work', 'from', 'home', 'space', 'with', 'unique', 'organization', 'sol', '']","['contact', 'us', 'help', 'create', 'perfect', 'work', 'home', 'space', 'unique', 'organization', 'sol', '']","['contact', 'us', 'help', 'creat', 'perfect', 'work', 'home', 'space', 'uniqu', 'organ', 'sol', '']"
50,"RT @RAZAN42901022: Ready-to-Go ‘Digital Storefronts’
You Can RENT To Businesses For Recurring
4 Figure Rental Payments In Just A Few Clicks…", ready to go  digital storefronts  you can rent to businesses for recurring 4 figure rental payments in just a few clicks ,0.0,0.19999999999999998,positive,0.0,0.878,0.122,0.3612,122,21, ready to go  digital storefronts  you can rent to businesses for recurring  figure rental payments in just a few clicks ,"['', 'ready', 'to', 'go', 'digital', 'storefronts', 'you', 'can', 'rent', 'to', 'businesses', 'for', 'recurring', 'figure', 'rental', 'payments', 'in', 'just', 'a', 'few', 'clicks', '']","['', 'ready', 'go', 'digital', 'storefronts', 'rent', 'businesses', 'recurring', 'figure', 'rental', 'payments', 'clicks', '']","['', 'readi', 'go', 'digit', 'storefront', 'rent', 'busi', 'recur', 'figur', 'rental', 'payment', 'click', '']"
52,"RT @wakewwellness: // All that you need to know about Vitamin B12 // 

#workfromhome #motivation #success #health #studentstress #stressman…",    all that you need to know about vitamin b12       workfromhome  motivation  success  health  studentstress  stressman ,0.3,0.0,positive,0.0,0.591,0.409,0.8074,122,15,    all that you need to know about vitamin b       workfromhome  motivation  success  health  studentstress  stressman ,"['', 'all', 'that', 'you', 'need', 'to', 'know', 'about', 'vitamin', 'b', 'workfromhome', 'motivation', 'success', 'health', 'studentstress', 'stressman', '']","['', 'need', 'know', 'vitamin', 'b', 'workfromhome', 'motivation', 'success', 'health', 'studentstress', 'stressman', '']","['', 'need', 'know', 'vitamin', 'b', 'workfromhom', 'motiv', 'success', 'health', 'studentstress', 'stressman', '']"
53,"@DrSubhasree Better Work-Life Balance &amp; Positive Environmental Impact. 
Working from home gives you the space you n… https://t.co/zacesdxzOY",  better work life balance  amp  positive environmental impact   working from home gives you the space you n   ,0.36363636363636365,0.5227272727272727,positive,0.0,0.683,0.317,0.7579,111,17,  better work life balance  amp  positive environmental impact   working from home gives you the space you n   ,"['', 'better', 'work', 'life', 'balance', 'amp', 'positive', 'environmental', 'impact', 'working', 'from', 'home', 'gives', 'you', 'the', 'space', 'you', 'n', '']","['', 'better', 'work', 'life', 'balance', 'amp', 'positive', 'environmental', 'impact', 'working', 'home', 'gives', 'space', 'n', '']","['', 'better', 'work', 'life', 'balanc', 'amp', 'posit', 'environment', 'impact', 'work', 'home', 'give', 'space', 'n', '']"
54,"Do you find that working from home increases productivity? 

#productivity #workfromhome #future #workanywhere… https://t.co/1p8cHvYzZY",do you find that working from home increases productivity     productivity  workfromhome  future  workanywhere   ,0.0,0.125,neutral,0.0,1.0,0.0,0.0,113,13,do you find that working from home increases productivity     productivity  workfromhome  future  workanywhere   ,"['do', 'you', 'find', 'that', 'working', 'from', 'home', 'increases', 'productivity', 'productivity', 'workfromhome', 'future', 'workanywhere', '']","['find', 'working', 'home', 'increases', 'productivity', 'productivity', 'workfromhome', 'future', 'workanywhere', '']","['find', 'work', 'home', 'increas', 'product', 'product', 'workfromhom', 'futur', 'workanywher', '']"
55,#developers #Coding #debugging #javascript #javascriptdeveloper #developerlife #WorkFromHome https://t.co/1upw3eCt6X, developers  coding  debugging  javascript  javascriptdeveloper  developerlife  workfromhome  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,94,7, developers  coding  debugging  javascript  javascriptdeveloper  developerlife  workfromhome  ,"['', 'developers', 'coding', 'debugging', 'javascript', 'javascriptdeveloper', 'developerlife', 'workfromhome', '']","['', 'developers', 'coding', 'debugging', 'javascript', 'javascriptdeveloper', 'developerlife', 'workfromhome', '']","['', 'develop', 'code', 'debug', 'javascript', 'javascriptdevelop', 'developerlif', 'workfromhom', '']"
56,"While working from home, you need the fastest, highest quality Internet and computer equipment.

Read more 👉… https://t.co/RLv6NbbdLv",while working from home  you need the fastest  highest quality internet and computer equipment   read more     ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,111,16,while working from home  you need the fastest  highest quality internet and computer equipment   read more     ,"['while', 'working', 'from', 'home', 'you', 'need', 'the', 'fastest', 'highest', 'quality', 'internet', 'and', 'computer', 'equipment', 'read', 'more', '']","['working', 'home', 'need', 'fastest', 'highest', 'quality', 'internet', 'computer', 'equipment', 'read', '']","['work', 'home', 'need', 'fastest', 'highest', 'qualiti', 'internet', 'comput', 'equip', 'read', '']"
57,Our Summer Sale is on now! Save 15% on some WFH essentials that look as good as they work.… https://t.co/fy8cPdsmoq,our summer sale is on now  save 15  on some wfh essentials that look as good as they work    ,0.7,0.6000000000000001,positive,0.0,0.736,0.264,0.7269,93,19,our summer sale is on now  save   on some wfh essentials that look as good as they work    ,"['our', 'summer', 'sale', 'is', 'on', 'now', 'save', 'on', 'some', 'wfh', 'essentials', 'that', 'look', 'as', 'good', 'as', 'they', 'work', '']","['summer', 'sale', 'save', 'wfh', 'essentials', 'look', 'good', 'work', '']","['summer', 'sale', 'save', 'wfh', 'essenti', 'look', 'good', 'work', '']"
58,"The Grocer, Commercial Content Editor
from William Reed Business Media
#WorkFromHome #Hiring
https://t.co/7RQtS6knk5",the grocer  commercial content editor from william reed business media  workfromhome  hiring  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,94,12,the grocer  commercial content editor from william reed business media  workfromhome  hiring  ,"['the', 'grocer', 'commercial', 'content', 'editor', 'from', 'william', 'reed', 'business', 'media', 'workfromhome', 'hiring', '']","['grocer', 'commercial', 'content', 'editor', 'william', 'reed', 'business', 'media', 'workfromhome', 'hiring', '']","['grocer', 'commerci', 'content', 'editor', 'william', 'reed', 'busi', 'media', 'workfromhom', 'hire', '']"
59,#influencers #celebrities #contentcreators #workfromhome #online #affiliatemarketing Check my website for… https://t.co/xUg27dymjV, influencers  celebrities  contentcreators  workfromhome  online  affiliatemarketing check my website for   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,108,10, influencers  celebrities  contentcreators  workfromhome  online  affiliatemarketing check my website for   ,"['', 'influencers', 'celebrities', 'contentcreators', 'workfromhome', 'online', 'affiliatemarketing', 'check', 'my', 'website', 'for', '']","['', 'influencers', 'celebrities', 'contentcreators', 'workfromhome', 'online', 'affiliatemarketing', 'check', 'website', '']","['', 'influenc', 'celebr', 'contentcr', 'workfromhom', 'onlin', 'affiliatemarket', 'check', 'websit', '']"
60,"RT @mishikasingh: All things considered, I am very happy about the way it has worked out. 😁
P.s. Reading familiar like names like yours @bi…", all things considered  i am very happy about the way it has worked out    p s  reading familiar like names like yours   ,0.6875,0.75,positive,0.0,0.64,0.36,0.8399,121,22, all things considered  i am very happy about the way it has worked out    p s  reading familiar like names like yours   ,"['', 'all', 'things', 'considered', 'i', 'am', 'very', 'happy', 'about', 'the', 'way', 'it', 'has', 'worked', 'out', 'p', 's', 'reading', 'familiar', 'like', 'names', 'like', 'yours', '']","['', 'things', 'considered', 'happy', 'way', 'worked', 'p', 'reading', 'familiar', 'like', 'names', 'like', '']","['', 'thing', 'consid', 'happi', 'way', 'work', 'p', 'read', 'familiar', 'like', 'name', 'like', '']"
